4,25.99999999999999
4.1,27.82444458919288
4.2,29.76958586943758
4.3,31.84352437435074
4.4,34.05490790544701
4.5,36.4129688477139
4.6,38.92756403350531
4.7,41.60921733060938
4.8,44.46916514238501
4.9,47.51940502074456
5,50.77274760654692
5.1,54.24287212671803
5.2,57.94438569319501
5.3,61.8928866656715
5.4,66.10503235817731
5.5,70.59861138883416
5.6,75.39262099278508
5.7,80.50734964037842
5.8,85.96446532631026
5.9,91.78710992068983
6,97.99999999999997
6.1,104.6295346048221
6.2,111.7039104020767
6.300000000000001,119.2532447625725
6.4,127.3097072999867
6.5,135.9076604551703
6.6,145.0838097500832
6.7,154.8773643788639
6.800000000000001,165.3302088497413
6.9,176.4870864409155
7,188.3957952863655
7.1,201.1073979640585
7.2,214.6764455194734
7.300000000000001,229.1612169219719
7.4,244.6239750206805
7.5,261.1312401404685
7.6,278.7540825376566
7.7,297.5684350196452
7.800000000000001,317.6554271230871
7.9,339.1017423419151
8,362
8.100000000000001,386.449163473803
8.199999999999999,412.5549765887247
8.300000000000001,440.4304301393851
8.4,470.1962606193998
8.5,501.9814833909874
8.600000000000001,535.9239626795503
8.699999999999999,572.1710209439632
8.800000000000001,610.8800903504409
8.9,652.2194092672476
9,696.3687669001865
9.100000000000001,743.520299405484
9.199999999999999,793.8793410485264
9.300000000000001,847.6653342248419
9.4,905.1128024249125
9.5,966.4723905081307
9.600000000000001,1032.011976954595
9.699999999999999,1102.01786308803
9.800000000000001,1176.796044610321
9.9,1256.673571159461
10,1342
10.1,1433.148950379975
10.2,1530.519765542835
10.3,1634.539289869105
10.4,1745.663769142579
10.5,1864.380882492297
10.6,1991.211915156566
10.7,2126.714081852043
10.8,2271.483011211935
10.9,2426.155402485781
11,2591.411866472839
11.1,2767.979963494644
11.2,2956.637452104228
11.3,3158.215763183741
11.4,3373.603715102609
11.5,3603.751486700581
11.6,3849.674866027967
11.7,4112.459794024973
11.8,4393.267223659199
11.9,4693.33831647012
12,5014.000000000002
12.1,5356.670911227086
12.2,5722.867752868561
12.3,6114.212091293918
12.4,6532.437626794149
12.5,6979.397969096251
12.6,7457.074953306974
12.7,7967.587533924017
12.8,8513.201297179086
12.9,9096.33863478668
13,9719.589625178187
13.1,10385.723671517
13.2,11097.70194923076
13.3,11858.69071947862
13.4,12672.07556890934
13.5,13541.47664028059
13.6,14470.76492301812
13.7,15464.07967761739
13.8,16525.84707295172
13.9,17660.80012107305
14,18874.00000000001
14.1,20170.85886131016
14.2,21557.16422611639
14.3,23039.10508024659
14.4,24623.29978718692
14.5,26316.82594563788
14.6,28127.25232739516
14.7,30062.67304075373
14.8,32131.74407478613
14.9,34343.72239070167
15,36708.50773811906
15.1,39236.68738651625
15.2,41939.58397542535
15.3,44829.30670118102
15.4,47918.80607326122
15.5,51221.93248955871
15.6,54753.49889736593
15.7,58529.34782552176
15.8,62566.42309313142
15.9,66882.84652165312
16,71497.99999999999
16.1,76432.61327678392
16.2,81708.85788001143
16.3,87350.44759255474
16.4,93382.74594171345
16.5,99832.88119325423
16.6,106729.8693746607
16.7,114104.7458890597
16.8,121990.7063206022
16.9,130423.2570741558
17,139440.3765371779
17.1,149082.6874998228
17.2,159393.6416208917
17.3,170419.7167824013
17.4,182210.6282345917
17.5,194819.5544963705
17.6,208303.37904381
17.7,222722.9488916653
17.8,238143.3512503141
17.9,254634.2095233826
18,272269.9999999998
18.1,291130.3906905161
18.2,311300.6038560974
18.3,332871.8038912704
18.4,355941.512334822
18.5,380614.0519089255
18.6,407001.0216195777
18.7,435221.8050940022
18.8,465404.1144832368
18.9,497684.5724214088
19,532209.334707935
19.1,569134.7565659265
19.2,608628.1055301795
19.3,650868.3242323708
19.4,696046.8465803112
19.5,744368.4710733957
19.6,796052.2952590708
19.7,851332.7156160144
19.8,910460.4974506086
19.9,973703.9197150485
20,1041350
20.1,1113705.805323344
20.2,1191099.854731227
20.3,1273883.620149852
20.4,1362433.132378496
20.5,1457150.699597997
20.6,1558466.746286705
20.7,1666841.780989946
20.8,1782768.50198229
20.9,1906774.050496531
21,2039422.421872707
21.1,2181317.045707795
21.2,2333103.546864587
21.3,2495472.700031784
21.4,2669163.591418294
21.5,2854967.002119377
21.6,3053729.028713485
21.7,3266354.957741471
21.8,3493813.411890503
21.9,3737140.786956511
22,3997445.999999998
22.1,4275915.570544424
22.2,4573819.058201669
22.3,4892514.881753176
22.4,5233456.546474018
22.5,5598199.308370394
22.6,5988407.306016117
22.7,6405861.192831228
22.8,6852466.304954566
22.9,7330261.402333381
23,7841428.023298883
23.1,8388300.495727693
23.2,8973376.650919974
23.3,9599329.289569069
23.4,10269018.45267021
23.5,10985504.55393126
23.6,11752062.43422932
23.7,12572196.40291214
23.8,13449656.33530466
23.9,14388454.90065782
24,15392885.99999999
24.1,16467544.49894262
24.2,17617347.34647321
24.3,18847556.17717676
24.4,20163801.50118106
24.5,21572108.59345981
24.6,23078925.20198658
24.7,24691151.20263644
24.8,26416170.33773956
24.9,28261884.18482073
25,30236748.51237625
25.1,32349812.19057974
25.2,34610758.83662429
25.3,37029951.38706201
25.4,39618479.80304299
25.5,42388212.12884931
25.6,45351849.13964176
25.7,48522982.83094257
25.8,51916159.02016173
25.9,55546944.34950854
26,59431998.00000001
26.1,63589148.44809942
26.2,68037475.61985175
26.3,72797398.82239234
26.4,77890770.85944688
26.5,83340978.76608895
26.6,89173051.62868057
26.7,95413775.98874013
26.8,102091819.3646149
26.9,109237862.4624552
27,116884740.6882363
27.1,125067595.6156895
27.2,133824037.1111333
27.3,143194316.8655962
27.4,153221514.1374952
27.5,163951734.5657361
27.6,175434322.9737057
27.7,187722091.1494849
27.8,200871561.6570667
27.9,214943228.8076899
28,230001837.9999999
28.1,246116684.7229342
28.2,263361934.6064337
28.3,281816966.0027407
28.4,301566736.6855372
28.5,322702176.366129
28.6,345320606.845597
28.7,369526191.7501838
28.8,395430417.9343857
28.9,423152610.7832437
29,452820485.8026972
29.1,484570739.0552316
29.2,518549679.1785105
29.3,554913903.9176407
29.4,593831024.3084517
29.5,635480439.8704613
29.6,680054168.4049981
29.7,727757734.2477235
29.8,778811119.0960945
29.9,833449779.8231292
30,891925738.0000008
